"","species","lifestage","URL","SAME_AS","LOCAL_PATH","hex","rgb"
"197","SPECKLEDHIND","spawningAdult","https://api.mapbox.com/styles/v1/claireroberts/cixvyr7th000d2sp60l24qwse/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2xhaXJlcm9iZXJ0cyIsImEiOiJjaWtqdTFyZ3UwOGw2dnRrbTlibDd2OW9yIn0.ccw4vPRr3LiUpAcqyThNig","SPECKLEDHIND/BLUELINETILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\spawningAdultsDis","#a65628","rgb(166,86,40)"
"198","SPECKLEDHIND","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyek5tfq00172so4fjucp7e8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","BLACKFINSNAPPER/GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\eggs","#F781BF","rgb(247,129,191)"
"199","SPECKLEDHIND","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfysi9m000p2ro4ny4r8avp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","GRAYSNAPPER/SPECKLEDHIND/REDGROUPER/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\larvae","#E41A1C","rgb(228,26,28)"
"200","SPECKLEDHIND","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg4rco3001t2smf18mbt7cb/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","SPECKLEDHIND/GAG/SCAMP/BLUELINETILEFISH/BLACKGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Speckled Hind\postLarvae","#4DAF4A","rgb(77,175,74)"
"201","SPINYLOBSTER","adult","https://api.mapbox.com/styles/v1/kmjensen/ciyd01evo008c2snp8uz1ejxy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\adultsDis","#ffff33","rgb(255,255,51)"
"202","SPINYLOBSTER","juvenile","https://api.mapbox.com/styles/v1/kmjensen/ciyd04a5n007p2rqfydzbzwdf/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\juvenilesDis","#FF7F00","rgb(255,127,0)"
"203","SPINYLOBSTER","puerulusPostlarvae","https://api.mapbox.com/styles/v1/kmjensen/ciyd08ic6007q2rqfn3bslkrt/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\puerulusPostlarvaeDis","#4DAF4A","rgb(77,175,74)"
"204","SPINYLOBSTER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Spiny Lobster\larvae","#E41A1C","rgb(228,26,28)"
"205","TILEFISH","adult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1p4259006n2sozz79c6ncu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\adultsDis","#ffff33","rgb(255,255,51)"
"206","TILEFISH","lateJuvenile","https://api.mapbox.com/styles/v1/jfroeschke/ciy1p0su4004w2sp6hsdftgum/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"207","TILEFISH","spawningAdult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1oq6rv005l2rr0tygsl7hp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\spawningAdultsDis","#a65628","rgb(166,86,40)"
"208","TILEFISH","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\eggs","#F781BF","rgb(247,129,191)"
"209","TILEFISH","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\larvae","#E41A1C","rgb(228,26,28)"
"210","TILEFISH","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\postLarvae","#4DAF4A","rgb(77,175,74)"
"211","TILEFISH","earlyJuvenile","https://api.mapbox.com/styles/v1/aquilonaris/ciykav9le000s2rno1xhcoyqk/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXF1aWxvbmFyaXMiLCJhIjoiY2l5ZzcyMWQ4MDJsazMyb2UwejJueWM1NCJ9.3F8adUgHr-az14e3cqcENQ","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Golden Tilefish\earlyJuveniles","#984EA3","rgb(152,78,163)"
"212","VERMILIONSNAPPER","adult","https://api.mapbox.com/styles/v1/jfroeschke/ciy1o4dqo006h2rqjqip4yh2o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiamZyb2VzY2hrZSIsImEiOiI5SHgwTWk4In0.J6IfXVALdDraXPBfPcyITg","REDSNAPPER/VERMILIONSNAPPER/GAG/GRAYTRIGGERFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\adultsDis","#ffff33","rgb(255,255,51)"
"213","VERMILIONSNAPPER","earlyJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciyd0c2vb007z2sqj3bqn1obf/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"214","VERMILIONSNAPPER","lateJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciyd0fgat00802sqj4ncn1l6g/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"215","VERMILIONSNAPPER","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"216","VERMILIONSNAPPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\eggs","#F781BF","rgb(247,129,191)"
"217","VERMILIONSNAPPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\larvae","#E41A1C","rgb(228,26,28)"
"218","VERMILIONSNAPPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Vermilion Snapper\postLarvae","#4DAF4A","rgb(77,175,74)"
"219","WARSAWGROUPER","adult","https://api.mapbox.com/styles/v1/kmjensen/ciyd0g9og003j2sqlpkxzb2dm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\adultsDIs","#ffff33","rgb(255,255,51)"
"220","WARSAWGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciyd0h40e008e2snplmffkq9o/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"221","WARSAWGROUPER","spawningAdult","https://api.mapbox.com/styles/v1/kmjensen/ciyd0hv6d003k2sqlen0mxawy/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"222","WARSAWGROUPER","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"223","WARSAWGROUPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\eggs","#F781BF","rgb(247,129,191)"
"224","WARSAWGROUPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\larvae","#E41A1C","rgb(228,26,28)"
"225","WARSAWGROUPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Warsaw Grouper\postLarvae","#4DAF4A","rgb(77,175,74)"
"226","WENCHMAN","adult","https://api.mapbox.com/styles/v1/kmjensen/ciyd64dzh008c2rqfglx0d9i0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Wenchman\adultsDis","#ffff33","rgb(255,255,51)"
"227","WENCHMAN","spawningAdult","https://api.mapbox.com/styles/v1/kmjensen/ciyd65593008d2rqf2rvofqcz/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Wenchman\spawningAdultsDis","#a65628","rgb(166,86,40)"
"228","WENCHMAN","postLarvae",".","UNMAPPABLE",".","#4DAF4A","rgb(77,175,74)"
"229","WENCHMAN","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"230","WENCHMAN","lateJuvenile",".","UNMAPPABLE",".","#FF7F00","rgb(255,127,0)"
"231","WENCHMAN","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg20c4i001g2sl8pzrn88ci/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/WENCHMAN","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Wenchman\eggs","#F781BF","rgb(247,129,191)"
"232","WENCHMAN","larvae","https://api.mapbox.com/styles/v1/gulffish123/ciykbhlgk00152snn1aiw7re6/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Wenchman\larvae","#E41A1C","rgb(228,26,28)"
"233","WHITESHRIMP","adult","https://api.mapbox.com/styles/v1/kmjensen/ciydazrvn004b2sqlzct7ccgl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\White Shrimp\adultsDis","#ffff33","rgb(255,255,51)"
"234","WHITESHRIMP","latePostlarvaeJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciydb1hxj003v2sqsgks3d6z8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\White Shrimp\latePostlarvaeJuvenilesDis","#984EA3","rgb(152,78,163)"
"235","WHITESHRIMP","subAdult","https://api.mapbox.com/styles/v1/kmjensen/ciydb2arf008z2rqfif25ms5j/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\White Shrimp\subAdultsDis","#FF7F00","rgb(255,127,0)"
"236","WHITESHRIMP","fertilizedEgg",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"237","WHITESHRIMP","larvae",".","UNMAPPABLE",".","#E41A1C","rgb(228,26,28)"
"238","WHITESHRIMP","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"239","YELLOWEDGEGROUPER","adult","https://api.mapbox.com/styles/v1/kmjensen/ciydb33gn003w2sqsv149egpo/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\adultsDis","#ffff33","rgb(255,255,51)"
"240","YELLOWEDGEGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/kmjensen/ciydb3v1t009h2snpx8f6l622/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"241","YELLOWEDGEGROUPER","spawningAdult","https://api.mapbox.com/styles/v1/ceroberts/ciya95lfx002s2rqfttsupkjm/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g","LANE SNAPPER/YELLOWEDGE GROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"242","YELLOWEDGEGROUPER","earlyJuvenile",".","UNMAPPABLE",".","#984EA3","rgb(152,78,163)"
"243","YELLOWEDGEGROUPER","eggs","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg41scv001s2smfeycgjqvh/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/LANESNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\eggs","#F781BF","rgb(247,129,191)"
"244","YELLOWEDGEGROUPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfzzbte000t2ro4lzee0ci0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","KINGMACKEREL/REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK/SPINYLOBSTER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\larvae","#E41A1C","rgb(228,26,28)"
"245","YELLOWEDGEGROUPER","postLarvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyg3xs68000t2smyomz5n2xv/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","REDSNAPPER/VERMILIONSNAPPER/YELLOWEDGEGROUPER/WARSAWGROUPER/TILEFISH/GREATERAMBERJACK","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowedge Grouper\postLarvae","#4DAF4A","rgb(77,175,74)"
"246","YELLOWFINGROUPER","adult","https://api.mapbox.com/styles/v1/kmjensen/ciydbbzzv00912sqjpxh6cnb5/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1Ijoia21qZW5zZW4iLCJhIjoiY2l5YnI0YXliMDAxYjJ3c2MyaGpqbHZlbyJ9.OCkMTv7bbTzRn80RR7r4Hw","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowfin Grouper\adultsDis","#ffff33","rgb(255,255,51)"
"247","YELLOWFINGROUPER","earlyJuvenile","https://api.mapbox.com/styles/v1/ceroberts/ciyad2m6j00362spgmstc5mq9/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g","MUTTONSNAPPER/YELLOWFINGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowfin Grouper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"248","YELLOWFINGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykbpk7m00172sp92vim1a1r/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowfin Grouper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"249","YELLOWFINGROUPER","spawningAdult","https://api.mapbox.com/styles/v1/ceroberts/ciyad9vwd00382spgcprufvhl/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiY2Vyb2JlcnRzIiwiYSI6ImNpeTM1Y2dsazAwM24ycXBneTN2YTAzN2gifQ.2M7HwRpElO_DHWaeqTXc8g","MUTTONSNAPPER/YELLOWFINGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowfin Grouper\spawningAdultsDis","#a65628","rgb(166,86,40)"
"250","YELLOWFINGROUPER","eggs",".","UNMAPPABLE",".","#F781BF","rgb(247,129,191)"
"251","YELLOWFINGROUPER","larvae",".","UNMAPPABLE",".","#E41A1C","rgb(228,26,28)"
"252","YELLOWFINGROUPER","postLarvae",".","UNMAPPABLE",".","#4DAF4A","rgb(77,175,74)"
"253","YELLOWMOUTHGROUPER","adult ","https://api.mapbox.com/styles/v1/gulffish123/ciykbuaxk000z2rqq9anentcs/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\adultsDis","#ffff33","rgb(255,255,51)"
"254","YELLOWMOUTHGROUPER","earlyJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykc1t3t000u2rno2kcq29bn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\earlyJuvenilesDis","#984EA3","rgb(152,78,163)"
"255","YELLOWMOUTHGROUPER","lateJuvenile","https://api.mapbox.com/styles/v1/gulffish123/ciykcuzip00142rqq376kf0k0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg","UNIQUE","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\lateJuvenilesDis","#FF7F00","rgb(255,127,0)"
"256","YELLOWMOUTHGROUPER","spawningAdult",".","UNMAPPABLE",".","#a65628","rgb(166,86,40)"
"257","YELLOWMOUTHGROUPER","larvae","https://api.mapbox.com/styles/v1/auburngrad2015/ciyfxfggn00162sluselpirhp/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg","GOLIATHGROUPER/YELLOWMOUTHGROUPER","X:\Claire\EFH GIS files\SpeciesHabitatLayers\Yellowmouth Grouper\larvae","#E41A1C","rgb(228,26,28)"
