,FootNote,FMP,Common.Name,Species.Name,Author,Title,Journal,Volume,Number,Pages,Year,URL,Editors,Publisher
289,7,Reef Fish,Goliath Grouper,Epinephelus itajara,"Loftus, W.F., and J.A. Kushlan",Freshwater fishes of southern Florida,"Bulletin of the Florida Museum of Natural History, Biological Sciences Series",31,4,1--344,1987,.,.,.
290,8,Reef Fish,Goliath Grouper,Epinephelus itajara,"Odum, W.E., and E.J. Heald",Trophic analyses of an estuarine mangrove community,Bulletin of Marine Science,22,3,671--738,1972,http://www.ingentaconnect.com/content/umrsmas/bullmar/1972/00000022/00000003/art00007,.,.
291,9,Reef Fish,Goliath Grouper,Epinephelus itajara,"Roberts, D.E., C.W. Dennis, G. Harrington, and A. Burke","Captive broodstock maintenance and photothermal induction of gonadal maturation in gag, Mycteroperca microlepis and jewfish, Epinephelus itajara, for controlled production of fry",Proceedings of the 43rd Gulf and Caribbean Fisheries Institute,43,.,429--430,1994,.,.,.
292,10,Reef Fish,Goliath Grouper,Epinephelus itajara,"Roe, R. B",Distribution of snappers and groupers in the Gulf of Mexico and Caribbean Sea as determined from exploratory fishing data,Florida Sea Grant Report,17,.,129--164,1976,.,.,.
293,11,Reef Fish,Goliath Grouper,Epinephelus itajara,"Roessler, M","Observations on the seasonal occurrence and life histories of fishes in Buttonwood Canal, Everglades National Park, Florida","Ph. D. dissertation. University of Miami, Miami FL",.,.,155 pp,1967,.,.,.
294,12,Reef Fish,Goliath Grouper,Epinephelus itajara,"Sedberry, G.R., D.E. Stevenson, and R.W. Chapman",Stock identification in potentially threatened species of grouper (Teleostei: Serranidae: Epinephelinae) in Atlantic and Caribbean waters,"Project Final Report, Marine Resources Research Institute, South Carolina Department of Natural Resources, Charleston, SC",.,.,51 pp,1996,.,.,.
295,13,Reef Fish,Goliath Grouper,Epinephelus itajara,"Smith, C.L",Synopsis of biological data on groupers (Epinephelus and allied genera) of the western North Atlantic,FAO Fisheries Symposium,23,.,3--4,1961,.,.,.
296,14,Reef Fish,Goliath Grouper,Epinephelus itajara,"Smith, C. L","A revision of the American groupers: Epinephelus and allied genera. Bulletin of the AMNH; v. 146, article 2",Bulletin of the American Museum of National History,146,2,241 pp,1971,http://digitallibrary.amnh.org/handle/2246/1166,.,.
297,15,Reef Fish,Goliath Grouper,Epinephelus itajara,"Thompson, R. and J.L. Munro",Aspects of the biology and ecology of Caribbean reef fishes: Serranidae (hinds and groupers),Journal of Fish Biology,12,2,115--146,1978,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-8649.1978.tb04158.x/full,.,.
298,16,Reef Fish,Goliath Grouper,Epinephelus itajara,"Koenig, C. C",.,"National Marine Fisheries Service, Panama City FL, personal communication",.,.,.,.,.,.,.
299,17,Reef Fish,Goliath Grouper,Epinephelus itajara,GMFMC,Amendment #2 to the Fishery Management Plan for Reef Fish,.,.,.,36 pp,1990,http://gulfcouncil.org/Beta/GMFMCWeb/downloads/RF%20Amend-02%20Final%201990-02-new.pdf,.,.
300,18,Reef Fish,Goliath Grouper,Epinephelus itajara,"Randall, J. E. ",Caribbean reef fishes. 2nd Edition,.,.,.,350 pp,1983,.,.,"T. F. H. Publications, Neptune City, N.J."
301,19,Reef Fish,Goliath Grouper,Epinephelus itajara,"Koenig, C. C., F. C. Coleman, A-M Eklund, J. Schull and J. Ueland",Mangroves as essential nursery habitat for goliath grouper (Epinephelus itajara),Bulletin of Marine Science,80,3,567--585,2007,http://www.ingentaconnect.com/content/umrsmas/bullmar/2007/00000080/00000003/art0000010,.,.
302,20,Reef Fish,Goliath Grouper,Epinephelus itajara,"Lara, M. R. , J. Schull, D. L. Jones and R. Allman","Early life history stages of goliath grouper Epinephelus itajara (Pisces: Epinephelidae) from Ten Thousand Islands, Florida",Endangered Species Research,7,3,221--228,2009,http://www.int-res.com/abstracts/esr/v7/n3/p221-228/,.,.
303,21,Reef Fish,Goliath Grouper,Epinephelus itajara,SEDAR 23,Stock assessment report of SEDAR 23 for the South Atlantic and Gulf of Mexico Goliath Grouper,.,.,.,.,2011,http://sedarweb.org/sedar-23-final-goliath-grouper-stock-assessment-report,.,"Southeast Data, Assessment, and Review. North Charleston, South Carolina"
304,1,Reef Fish,Gray Snapper,Lutjanus griseus,"Bortone, S.A., and J.L. Williams","Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (South Florida): Gray, Lane, Mutton, and Yellowtail snappers",U.S. Fish and Wildlife Service Biological Report,USFWS/TR-82(11.52),.,.,1986,.,.,.
305,2,Reef Fish,Gray Snapper,Lutjanus griseus,"Chester, A.J., and G.W. Thayer",Distribution of spotted seatrout (Cynoscion nebulosus) and gray snapper (Lutjanus griseus) juveniles in seagrass habitats of western Florida Bay,Bulletin of Marine Science,46,2,345--357,1990,http://www.ingentaconnect.com/content/umrsmas/bullmar/1990/00000046/00000002/art00008,.,.
306,3,Reef Fish,Gray Snapper,Lutjanus griseus,"Croker, R.A","Growth and food of the gray snapper, Lutjanus griseus in Everglades National Park",Transactions of the American Fisheries Society,91,4,379--383,1962,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1962)91%5B379%3AGAFOTG%5D2.0.CO%3B2,.,.
307,4,Reef Fish,Gray Snapper,Lutjanus griseus,"Ditty, J.G., G.G. Zieske, and R.F. Shaw",Seasonality and depth distribution of larval fishes in the northern Gulf of Mexico above latitude 26 degree 00'N.,Fishery Bulletin,86,4,811--823,1988,.,.,.
308,5,Reef Fish,Gray Snapper,Lutjanus griseus,"Grimes, C.B",Reproductive biology of the Lutjanidae: a review,In: Tropical Snappers and Groupers - Biology and Fisheries Management,.,.,239--294,1987,http://www.vliz.be/en/imis?refid=134701,J. J. Polovina and S. Ralston (eds.),Westview Press
309,6,Reef Fish,Gray Snapper,Lutjanus griseus,"Hardy, J.D., Jr","Development of fishes of the mid-Atlantic Bight, an atlas of egg, larval, and juvenile stages. Vol. III. Aphredoderidae through Rachycentridae",U.S. Fish and Wildlife Service Biological Report,FWS/OBS-78/12,.,392 pp,1978,.,.,.
310,7,Reef Fish,Gray Snapper,Lutjanus griseus,NA,.,.,.,.,.,.,.,.,.
311,8,Reef Fish,Gray Snapper,Lutjanus griseus,"Hettler, W.F., Jr",Food habits of juveniles of spotted seatrout and gray snapper in western Florida Bay,Bulletin of Marine Science,44,1,155--162,1989,http://www.ingentaconnect.com/content/umrsmas/bullmar/1989/00000044/00000001/art00011,.,.
312,9,Reef Fish,Gray Snapper,Lutjanus griseus,"Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister, and J.R. Stauffer, Jr",Atlas of North American freshwater fishes,North Carolina Biological Survey ,1980,12,867 pp,1980,http://www.nativefishlab.net/library/textpdf/20231.pdf,.,.
313,10,Reef Fish,Gray Snapper,Lutjanus griseus,"Loftus, W.F., and J.A. Kushlan",Freshwater fishes of southern Florida,"Bulletin of the Florida State Museum, Biological Sciences",31,4,147--344,1987,.,.,.
314,11,Reef Fish,Gray Snapper,Lutjanus griseus,"Manooch, C.S., III, and R.H. Matheson, III","Age, growth and mortality of gray snapper collected from Florida waters",Proceedings of the Annual Southeastern Association of Fish and Wildlife Agencies,35,.,331--334,1981,.,.,.
315,12,Reef Fish,Gray Snapper,Lutjanus griseus,"Pattillo, M.E., T.E. Czapla, D.M. Nelson, and M.E. Monaco","Distribution and abundance of fishes and invertebrates in Gulf of Mexico estuaries, Volume II: Species life history summaries",ELMR Report,11,.,377 pp,1997,http://repositories.tdl.org/tamug-ir/handle/1969.3/25790,.,"NOAA/NOS Strategic Environmental Assessments Division, Silver Spring, MD"
316,13,Reef Fish,Gray Snapper,Lutjanus griseus,"Powell, A.B., D.E. Hoss, W. F. Hettler, D.S. Peters, L. Simoneaux, and S. Wagner","Abundance and distribution of larval and juvenile spotted seatrout, red drum, gray snapper, and snook within Florida Bay, South Florida",South Florida Research Center Report,SFRC-86/07,.,.,1987,.,.,.
317,14,Reef Fish,Gray Snapper,Lutjanus griseus,"Reid, G.K","An ecological study of the Gulf of Mexico fishes, in the vicinity of Cedar Key, Florida",Bulletin of Marine Science,4,1,1--94,1954,http://www.ingentaconnect.com/content/umrsmas/bullmar/1954/00000004/00000001/art00001,.,.
318,15,Reef Fish,Gray Snapper,Lutjanus griseus,"Richards, W.J., T. Potthoff, S. Kelley, M.F. McGowan, L. Ejsymont, J.H. Powers, and R.M. Olvers",SEAMAP,NOAA Technical Memorandum,NMFS-SEFC-144,.,51 pp,1982,.,.,.
319,16,Reef Fish,Gray Snapper,Lutjanus griseus,"Richards, W.J., and V.P. Saksena","Description of larvae and early juveniles of laboratory-reared gray snapper, Lutjanus griseus (Linnaeus)(Pisces, Lutjanaidae)",Bulletin of Marine Science,30,2,515--521,1980,http://www.ingentaconnect.com/content/umrsmas/bullmar/1980/00000030/00000002/art00012,.,.
320,17,Reef Fish,Gray Snapper,Lutjanus griseus,"Rivas, L.R","A record of lutjanid fish (Lutjanus cyanopterus) for the Atlantic coast of the United States, with note on related species of the genus",Copeia,1949,2,150--152,1949,http://www.jstor.org/stable/1438494?seq=1#page_scan_tab_contents,.,.
321,18,Reef Fish,Gray Snapper,Lutjanus griseus,"Rutherford, E.S., E.B. Thue, and D.G. Buker","Population structure, food habits, and spawning activity of gray snapper, Lutjanus griseus, in Everglades National Park","National Park Service, South Florida Research Center",SFRC-83/02,.,.,1983,.,.,.
322,19,Reef Fish,Gray Snapper,Lutjanus griseus,"Rutherford E.S., T.W. Schmidt, and J.T. Tilmant","Early life history of spotted seatrout (Cynoscion nebulosus) and gray snapper (Lutjanus griseus) in Florida Bay, Everglades National Park, Florida",Bulletin of Marine Science,44,1,49--64,1989,http://www.ingentaconnect.com/content/umrsmas/bullmar/1989/00000044/00000001/art00004,.,.
323,20,Reef Fish,Gray Snapper,Lutjanus griseus,"Springer, V.G., and K.D. Woodburn",An ecological study of the fishes of the Tampa Bay area,Florida Board of Conservation Marine Laboratory Special Science Report,1,.,104 pp,1960,http://www.nativefishlab.net/library/textpdf/11938.pdf,.,.
324,21,Reef Fish,Gray Snapper,Lutjanus griseus,"Starck, W.A., II","Biology of the gray snapper, Lutjanus griseus (Linnaeus), in the Florida Keys",Studies in Tropical Oceanography,10,.,12--150,1971,.,.,.
325,22,Reef Fish,Gray Snapper,Lutjanus griseus,"Starck, W.A., II, and W. P. Davis","Night habits of fishes of Alligator Reef, Florida",Ichthyologica,38,4,313--356,1966,.,.,.
326,23,Reef Fish,Gray Snapper,Lutjanus griseus,"Starck, W.A., II, and R.E. Schroeder","Investigations on the gray snapper, Lutjanus griseus",Studies in Tropical Oceanography,10,.,224 pp,1971,http://scholarlyrepository.miami.edu/cgi/viewcontent.cgi?article=1005&context=trop_ocean,.,.
327,24,Reef Fish,Gray Snapper,Lutjanus griseus,"Tabb, D.C., and R.B. Manning","A checklist of the flora and fauna of northern Florida Bay and adjacent brackish waters of the Florida mainland collected during the period July, 1957 through September, 1960",Bulletin of Marine Science,11,4,552--649,1961,http://www.ingentaconnect.com/content/umrsmas/bullmar/1961/00000011/00000001/art00031,.,.
328,25,Reef Fish,Gray Snapper,Lutjanus griseus,"Wang, J.C.S. and E.C. Raney","Distribution and fluctuations in the fish fauna of the Charlotte Harbor Estuary, Florida.","Charlotte Harbor Estuarine Studies, Mote Marine Lab, Sarasota FL",.,.,64 pp,1971,https://dspace.mote.org:8443/dspace/handle/2075/292,.,.
329,26,Reef Fish,Gray Snapper,Lutjanus griseus,"Allman, R. J.",personal communication,.,.,.,.,.,.,.,"National Marine Fisheries Service, Panama City, FL"
330,27,Reef Fish,Gray Snapper,Lutjanus griseus,"Allman, R. J. and L. A. Goetz","Regional variation in the population structure of gray snapper, Lutjanus griseus, along the West Florida Shelf",Bulletin of Marine Science,84,3,315--330,2009,http://www.ingentaconnect.com/content/umrsmas/bullmar/2009/00000084/00000003/art00006,.,.
331,28,Reef Fish,Gray Snapper,Lutjanus griseus,"Faunce, C. H. and J. E. Serafy",Nearshore habitat use by gray snapper (Lutjanus griseus) and bluestriped grunt (Haemulon sciurus): environmental gradients and ontogenetic shifts,Bulletin of Marine Science,80,3,473--495,2007,http://www.ingentaconnect.com/content/umrsmas/bullmar/2007/00000080/00000003/art00005,.,.
332,29,Reef Fish,Gray Snapper,Lutjanus griseus,"Fischer, A. J., M. S. Baker Jr. and C. A. Wilson","Age, growth, mortality, and radiometric age validation of gray snapper (Lutjanus griseus) from Louisiana",Fishery Bulletin,103,.,307--319,2005,http://aquaticcommons.org/9616/,.,.
333,30,Reef Fish,Gray Snapper,Lutjanus griseus,"Kraus, R. T., C. Friess, R. L. Hill and J. R. Rooker","Characteristics of the snapper-grouper-grunt complex, benthic habitat description, and patterns of reef fish recruitment at Sonnier Bank in the northwestern Gulf of Mexico",Proceedings of the 59th Gulf and Caribbean Fisheries Institute,59,.,165--170,2007,http://aquaticcommons.org/13165/1/gcfi_59-23.pdf,.,.
334,31,Reef Fish,Gray Snapper,Lutjanus griseus,"Richards, W. J., K. C. Lindeman. J. L.-Schultz, J. M. Leis, A. Ropke, M. E. Clarke, and B. H. Comyns",Preliminary guide to the identification of the early life history stages of lutjanid fishes of the western central Atlantic,NOAA Technical Memorandum ,NMFS-SEFSC-345,.,49 pp,1994,.,.,.
335,32,Reef Fish,Gray Snapper,Lutjanus griseus,"Tzeng, M. W., J. A. Hare and D. G. Lindquist","Ingress of transformation stage gray snapper, Lutjanus griseus (Pisces: Lutjanidae) through Beaufort Inlet, North Carolina",Bulletin of Marine Science,72,3,891-908,2003,http://www.ingentaconnect.com/content/umrsmas/bullmar/2003/00000072/00000003/art00017,.,.
336,33,Reef Fish,Gray Snapper,Lutjanus griseus,"Lindeman, K. C. ",Development of grunts and snappers of southeast Florida: cross-shelf distributions and effects of beach management alternatives,"Ph.D. dissertation. University of Miami, Miami, FL",.,.,.,1997,http://scholarlyrepository.miami.edu/dissertations/84/,.,.
337,34,Reef Fish,Gray Snapper,Lutjanus griseus,"Allman, R. J. and C. B. Grimes","Temporal and spatial dynamics of spawning, settlement, and growth of gray snapper (Lutjanus griseus) from the West Florida shelf as determined from otolith microstructures",Fishery Bulletin,100,.,391--403,2002,http://aquaticcommons.org/15219/,.,.
338,1,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Aiken, K.A","The biology, ecology, and bioeconomics of the triggerfishes, Balistidae",In: Caribbean Coral Reef Fishery Resources,7,.,191--205,1983,.,J. L Munro (ed.),International Center for Living Aquatic Resources Management
339,2,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Breder, C.M., Jr. and D.E. Rosen",Modes of reproduction in fishes,.,.,.,941 pp,1966,.,.,"Natural History Press, New Jersey"
340,3,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Caveriviere, A., M. Kulbicki, J. Konan, and F. Gerletto",Bilan des connaissances actuelles sur Balistes carolinensis dans le Golfe de Guinee,"Documents scientifiques, Centre de Recherche Oceanographiques Abidjan",12,1,1--78,1981,http://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers10-10/02787.pdf,.,.
341,4,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Caveriviere, A","Le baliste des côtes africaines,(Balistes carolinensis). Biologie, prolifération et possibilités d'exploitation",Oceanologica Acta,5,4,453--459,1982,http://archimer.ifremer.fr/doc/00121/23197/21042.pdf,.,.
342,5,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Dooley, J.K",Fishes associated with the pelagic Sargassum complex with a discussion of Sargassum community,Contributions in Marine Science,16,.,1--32,1972,.,.,.
343,6,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Dragovich, A",Review of studies of tuna food in the Atlantic Ocean,"U.S. Fish and Wildlife Service, Special Scientific Report-Fisheries",593,.,21 pp,1969,.,.,.
344,7,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Dragovich, A",The food of skipjack and yellowfin tunas in the Atlantic Ocean,Fishery Bulletin,68,3,445--460,1970,http://fishbull.noaa.gov/68-3/dragovich.pdf,.,.
345,8,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Frazer, T.K., W.J. Lindberg",Refuge spacing similarly affects reef-associated species from three phyla,Bulletin of Marine Science,55,2--3,388--400,1994,http://www.ingentaconnect.com/content/umrsmas/bullmar/1994/00000055/F0020002/art00013,.,.
346,9,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Frazer, T.K., W.J. Lindberg, and G.R. Stanton","Predation on sand dollars by gray triggerfish Balistes capriscus, in the northeastern Gulf of Mexico",Bulletin of Marine Science,48,1,159--164,1991,https://www.researchgate.net/profile/Thomas_Frazer/publication/263337156_Predation_on_Sand_Dollars_by_Gray_Triggerfish_Balistes_Capriscus_in_the_Northeastern_Gulf_of_Mexico/links/54a9ec8c0cf257a6360d5b1b.pdf,.,.
347,10,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Fricke, H.W","Mating systems, maternal and biparental care in triggerfish (Balistidae)",Zeitschrift für Tierpsychologie,53,2,105--122,1980,http://onlinelibrary.wiley.com/doi/10.1111/j.1439-0310.1980.tb01043.x/abstract,.,.
348,11,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Garnaud, J","La ponde, l'eclosion, la larve du balistes Balistes capriscus (Linné 1758)",Bulletin de l'Institut océanographique de Monaco,1169,.,1--6,1960,.,.,.
349,12,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Heincke, F",Investigations on the plaice. General report. 1. Plaice fishery and protective regulations. Part I. Rapp. P.-v,Rapports et procès-verbaux des réunions / Conseil permanent international pour l'exploration de la mer,16,.,1--67,1913,.,.,.
350,13,Reef Fish,Gray Triggerfish,Balistes cappriscus,"Hood, P.B. and A.K. Johnson","A study of the age structure, growth, maturity schedules and fecundity of gray triggerfish (Balistes capriscus), red porgy (Pagrus pagrus), and vermillion snapper (Rhomboplites aurorubens) from the eastern Gulf of Mexico",MARFIN Final Report,.,.,.,1997,.,.,"Florida Marine Research Institute, Florida Department of Environmental Protection"
